# EoSType = ColdBetaYe
# Nrho=4000
# RhoMin=   0.161865E-09    RhoMax=   0.161865E-02
# RhoSpacing = Log
#  rho           eps             P              cs^2
   8.802128E-07  -2.280143E-03   1.435152E-09   2.171826E-03
   8.837677E-07  -2.273395E-03   1.441015E-09   2.171952E-03
   8.873369E-07  -2.266658E-03   1.446903E-09   2.172074E-03
   8.909206E-07  -2.259933E-03   1.452817E-09   2.172191E-03
   8.945187E-07  -2.253218E-03   1.458757E-09   2.172303E-03
   8.981313E-07  -2.246516E-03   1.464722E-09   2.172410E-03
   9.017586E-07  -2.239824E-03   1.470713E-09   2.172512E-03
   9.054005E-07  -2.233144E-03   1.476730E-09   2.172609E-03
   9.090571E-07  -2.226475E-03   1.482773E-09   2.172700E-03
   9.127285E-07  -2.219818E-03   1.488844E-09   2.172787E-03
   9.164147E-07  -2.213172E-03   1.494939E-09   2.172868E-03
   9.201158E-07  -2.206537E-03   1.501062E-09   2.172945E-03
   9.238318E-07  -2.199914E-03   1.507211E-09   2.173016E-03
   9.275629E-07  -2.193303E-03   1.513387E-09   2.173084E-03
   9.313090E-07  -2.186686E-03   1.519576E-09   2.173146E-03
   9.350702E-07  -2.179994E-03   1.525720E-09   2.173202E-03
   9.388467E-07  -2.173314E-03   1.531891E-09   2.173254E-03
   9.426384E-07  -2.166646E-03   1.538089E-09   2.173300E-03
   9.464454E-07  -2.159989E-03   1.544313E-09   2.173341E-03
   9.502677E-07  -2.153345E-03   1.550564E-09   2.173375E-03
   9.541055E-07  -2.146713E-03   1.556843E-09   2.173406E-03
   9.579589E-07  -2.140092E-03   1.563148E-09   2.173430E-03
   9.618277E-07  -2.133484E-03   1.569480E-09   2.173449E-03
   9.657122E-07  -2.126887E-03   1.575841E-09   2.173462E-03
   9.696124E-07  -2.120303E-03   1.582228E-09   2.173471E-03
   9.735284E-07  -2.113731E-03   1.588643E-09   2.173473E-03
   9.774601E-07  -2.107170E-03   1.595086E-09   2.173471E-03
   9.814077E-07  -2.100622E-03   1.601557E-09   2.173463E-03
   9.853713E-07  -2.094086E-03   1.608056E-09   2.173450E-03
   9.893509E-07  -2.087562E-03   1.614582E-09   2.173430E-03
   9.933466E-07  -2.081050E-03   1.621138E-09   2.173407E-03
   9.973584E-07  -2.074550E-03   1.627721E-09   2.173377E-03
   1.001386E-06  -2.068063E-03   1.634333E-09   2.173342E-03
   1.005431E-06  -2.061587E-03   1.640973E-09   2.173302E-03
   1.009491E-06  -2.055124E-03   1.647643E-09   2.173257E-03
   1.013568E-06  -2.048409E-03   1.654117E-09   2.173020E-03
   1.017662E-06  -2.041505E-03   1.660447E-09   2.172633E-03
   1.021772E-06  -2.034618E-03   1.666806E-09   2.172244E-03
   1.025898E-06  -2.027745E-03   1.673192E-09   2.171850E-03
   1.030042E-06  -2.020887E-03   1.679607E-09   2.171453E-03
   1.034202E-06  -2.014045E-03   1.686050E-09   2.171052E-03
   1.038378E-06  -2.007218E-03   1.692520E-09   2.170645E-03
   1.042572E-06  -2.000406E-03   1.699020E-09   2.170235E-03
   1.046783E-06  -1.993609E-03   1.705547E-09   2.169821E-03
   1.051010E-06  -1.986827E-03   1.712104E-09   2.169403E-03
   1.055255E-06  -1.980061E-03   1.718690E-09   2.168982E-03
   1.059517E-06  -1.973276E-03   1.725270E-09   2.168549E-03
   1.063796E-06  -1.966424E-03   1.731798E-09   2.168097E-03
   1.068092E-06  -1.959588E-03   1.738353E-09   2.167640E-03
   1.072406E-06  -1.952767E-03   1.744936E-09   2.167178E-03
   1.076737E-06  -1.945962E-03   1.751550E-09   2.166713E-03
   1.081085E-06  -1.939173E-03   1.758191E-09   2.166242E-03
   1.085452E-06  -1.932400E-03   1.764862E-09   2.165768E-03
   1.089835E-06  -1.925642E-03   1.771562E-09   2.165289E-03
   1.094237E-06  -1.918900E-03   1.778290E-09   2.164804E-03
   1.098656E-06  -1.912174E-03   1.785050E-09   2.164317E-03
   1.103093E-06  -1.905463E-03   1.791838E-09   2.163823E-03
   1.107548E-06  -1.898768E-03   1.798655E-09   2.163326E-03
   1.112021E-06  -1.892089E-03   1.805503E-09   2.162825E-03
   1.116512E-06  -1.885426E-03   1.812382E-09   2.162320E-03
   1.121021E-06  -1.878778E-03   1.819289E-09   2.161808E-03
   1.125549E-06  -1.872146E-03   1.826227E-09   2.161295E-03
   1.130095E-06  -1.865530E-03   1.833196E-09   2.160776E-03
   1.134659E-06  -1.858930E-03   1.840195E-09   2.160252E-03
   1.139241E-06  -1.852345E-03   1.847224E-09   2.159724E-03
   1.143842E-06  -1.845776E-03   1.854285E-09   2.159193E-03
   1.148462E-06  -1.839223E-03   1.861377E-09   2.158656E-03
   1.153100E-06  -1.832686E-03   1.868499E-09   2.158115E-03
   1.157757E-06  -1.826164E-03   1.875653E-09   2.157570E-03
   1.162433E-06  -1.819659E-03   1.882838E-09   2.157021E-03
   1.167127E-06  -1.813169E-03   1.890055E-09   2.156467E-03
   1.171841E-06  -1.806694E-03   1.897303E-09   2.155909E-03
   1.176574E-06  -1.800236E-03   1.904583E-09   2.155347E-03
   1.181326E-06  -1.793770E-03   1.911843E-09   2.154734E-03
   1.186097E-06  -1.786843E-03   1.918110E-09   2.153209E-03
   1.190887E-06  -1.779939E-03   1.924405E-09   2.151680E-03
   1.195696E-06  -1.773059E-03   1.930728E-09   2.150148E-03
   1.200525E-06  -1.766201E-03   1.937081E-09   2.148614E-03
   1.205374E-06  -1.759312E-03   1.943386E-09   2.147045E-03
   1.210242E-06  -1.752372E-03   1.949615E-09   2.145431E-03
   1.215130E-06  -1.745455E-03   1.955872E-09   2.143812E-03
   1.220037E-06  -1.738562E-03   1.962159E-09   2.142193E-03
   1.224965E-06  -1.731692E-03   1.968473E-09   2.140568E-03
   1.229912E-06  -1.724846E-03   1.974817E-09   2.138941E-03
   1.234879E-06  -1.718024E-03   1.981191E-09   2.137311E-03
   1.239866E-06  -1.711225E-03   1.987592E-09   2.135677E-03
   1.244874E-06  -1.704449E-03   1.994024E-09   2.134041E-03
   1.249901E-06  -1.697698E-03   2.000484E-09   2.132401E-03
   1.254949E-06  -1.690969E-03   2.006975E-09   2.130759E-03
   1.260018E-06  -1.684264E-03   2.013495E-09   2.129113E-03
   1.265106E-06  -1.677583E-03   2.020046E-09   2.127465E-03
   1.270216E-06  -1.670925E-03   2.026625E-09   2.125813E-03
   1.275346E-06  -1.664290E-03   2.033234E-09   2.124157E-03
   1.280496E-06  -1.657678E-03   2.039875E-09   2.122500E-03
   1.285668E-06  -1.651090E-03   2.046545E-09   2.120838E-03
   1.290860E-06  -1.644525E-03   2.053245E-09   2.119174E-03
   1.296074E-06  -1.637984E-03   2.059976E-09   2.117506E-03
   1.301308E-06  -1.631465E-03   2.066740E-09   2.115838E-03
   1.306564E-06  -1.624970E-03   2.073531E-09   2.114164E-03
   1.311840E-06  -1.618498E-03   2.080355E-09   2.112488E-03
   1.317138E-06  -1.612050E-03   2.087210E-09   2.110810E-03
   1.322458E-06  -1.605624E-03   2.094096E-09   2.109128E-03
   1.327799E-06  -1.599221E-03   2.101014E-09   2.107444E-03
   1.333161E-06  -1.592524E-03   2.107061E-09   2.105092E-03
   1.338546E-06  -1.585751E-03   2.112840E-09   2.102521E-03
   1.343952E-06  -1.579008E-03   2.118646E-09   2.099946E-03
   1.349379E-06  -1.572294E-03   2.124485E-09   2.097373E-03
   1.354829E-06  -1.565609E-03   2.130351E-09   2.094796E-03
   1.360301E-06  -1.558954E-03   2.136244E-09   2.092215E-03
   1.365795E-06  -1.552328E-03   2.142167E-09   2.089634E-03
   1.371311E-06  -1.545660E-03   2.147984E-09   2.086984E-03
   1.376849E-06  -1.538961E-03   2.153717E-09   2.084279E-03
   1.382409E-06  -1.532292E-03   2.159477E-09   2.081568E-03
   1.387992E-06  -1.525654E-03   2.165268E-09   2.078859E-03
   1.393598E-06  -1.519046E-03   2.171087E-09   2.076145E-03
   1.399226E-06  -1.512468E-03   2.176935E-09   2.073429E-03
   1.404877E-06  -1.505920E-03   2.182813E-09   2.070712E-03
   1.410551E-06  -1.499403E-03   2.188725E-09   2.067995E-03
   1.416248E-06  -1.492915E-03   2.194660E-09   2.065272E-03
   1.421968E-06  -1.486458E-03   2.200629E-09   2.062550E-03
   1.427711E-06  -1.480030E-03   2.206628E-09   2.059826E-03
   1.433477E-06  -1.473633E-03   2.212655E-09   2.057098E-03
   1.439266E-06  -1.467265E-03   2.218713E-09   2.054369E-03
   1.445079E-06  -1.460927E-03   2.224802E-09   2.051638E-03
   1.450915E-06  -1.454618E-03   2.230922E-09   2.048906E-03
   1.456775E-06  -1.448340E-03   2.237070E-09   2.046171E-03
   1.462658E-06  -1.442091E-03   2.243250E-09   2.043434E-03
   1.468565E-06  -1.435679E-03   2.249035E-09   2.040492E-03
   1.474496E-06  -1.429109E-03   2.254429E-09   2.037349E-03
   1.480451E-06  -1.422572E-03   2.259852E-09   2.034203E-03
   1.486430E-06  -1.416068E-03   2.265306E-09   2.031058E-03
   1.492434E-06  -1.409597E-03   2.270788E-09   2.027910E-03
   1.498461E-06  -1.403158E-03   2.276302E-09   2.024763E-03
   1.504513E-06  -1.396752E-03   2.281845E-09   2.021613E-03
   1.510589E-06  -1.390378E-03   2.287420E-09   2.018464E-03
   1.516690E-06  -1.384037E-03   2.293024E-09   2.015314E-03
   1.522815E-06  -1.377728E-03   2.298660E-09   2.012163E-03
   1.528965E-06  -1.371452E-03   2.304325E-09   2.009011E-03
   1.535140E-06  -1.365208E-03   2.310023E-09   2.005860E-03
   1.541340E-06  -1.358995E-03   2.315748E-09   2.002704E-03
   1.547565E-06  -1.352816E-03   2.321506E-09   1.999549E-03
   1.553815E-06  -1.346668E-03   2.327297E-09   1.996395E-03
   1.560091E-06  -1.340466E-03   2.332918E-09   1.993141E-03
   1.566391E-06  -1.334254E-03   2.338471E-09   1.989837E-03
   1.572717E-06  -1.328075E-03   2.344056E-09   1.986533E-03
   1.579069E-06  -1.321929E-03   2.349674E-09   1.983228E-03
   1.585446E-06  -1.315816E-03   2.355324E-09   1.979924E-03
   1.591849E-06  -1.309736E-03   2.361007E-09   1.976620E-03
   1.598278E-06  -1.303689E-03   2.366716E-09   1.973310E-03
   1.604733E-06  -1.297675E-03   2.372461E-09   1.970003E-03
   1.611214E-06  -1.291361E-03   2.377731E-09   1.966625E-03
   1.617721E-06  -1.285032E-03   2.382953E-09   1.963232E-03
   1.624255E-06  -1.278736E-03   2.388211E-09   1.959843E-03
   1.630815E-06  -1.272475E-03   2.393500E-09   1.956453E-03
   1.637401E-06  -1.266247E-03   2.398818E-09   1.953060E-03
   1.644014E-06  -1.260053E-03   2.404172E-09   1.949670E-03
   1.650654E-06  -1.253893E-03   2.409554E-09   1.946278E-03
   1.657320E-06  -1.247767E-03   2.414972E-09   1.942888E-03
   1.664013E-06  -1.241673E-03   2.420420E-09   1.939495E-03
   1.670734E-06  -1.235614E-03   2.425903E-09   1.936106E-03
   1.677481E-06  -1.229588E-03   2.431416E-09   1.932714E-03
   1.684256E-06  -1.223594E-03   2.436963E-09   1.929322E-03
   1.691058E-06  -1.217635E-03   2.442542E-09   1.925931E-03
   1.697888E-06  -1.211708E-03   2.448152E-09   1.922538E-03
   1.704745E-06  -1.205814E-03   2.453799E-09   1.919148E-03
   1.711630E-06  -1.199954E-03   2.459476E-09   1.915756E-03
   1.718543E-06  -1.194126E-03   2.465187E-09   1.912364E-03
   1.725483E-06  -1.188331E-03   2.470929E-09   1.908971E-03
   1.732452E-06  -1.182568E-03   2.476708E-09   1.905581E-03
   1.739449E-06  -1.176839E-03   2.482515E-09   1.902186E-03
   1.746474E-06  -1.171142E-03   2.488360E-09   1.898795E-03
   1.753527E-06  -1.165477E-03   2.494237E-09   1.895403E-03
   1.760609E-06  -1.159661E-03   2.499944E-09   1.892055E-03
   1.767720E-06  -1.153687E-03   2.505474E-09   1.888755E-03
   1.774859E-06  -1.147634E-03   2.510762E-09   1.885336E-03
   1.782027E-06  -1.141586E-03   2.516011E-09   1.881886E-03
   1.789224E-06  -1.135572E-03   2.521293E-09   1.878436E-03
   1.796450E-06  -1.129592E-03   2.526608E-09   1.874985E-03
   1.803705E-06  -1.123645E-03   2.531961E-09   1.871537E-03
   1.810990E-06  -1.117732E-03   2.537347E-09   1.868089E-03
   1.818304E-06  -1.111852E-03   2.542764E-09   1.864639E-03
   1.825647E-06  -1.106006E-03   2.548222E-09   1.861194E-03
   1.833020E-06  -1.100194E-03   2.553707E-09   1.857743E-03
   1.840423E-06  -1.094414E-03   2.559234E-09   1.854299E-03
   1.847856E-06  -1.088668E-03   2.564788E-09   1.850849E-03
   1.855319E-06  -1.082955E-03   2.570384E-09   1.847405E-03
   1.862812E-06  -1.077274E-03   2.576008E-09   1.843956E-03
   1.870335E-06  -1.071627E-03   2.581675E-09   1.840513E-03
   1.877889E-06  -1.066012E-03   2.587369E-09   1.837065E-03
   1.885473E-06  -1.060431E-03   2.593102E-09   1.833620E-03
   1.893088E-06  -1.054881E-03   2.598871E-09   1.830177E-03
   1.900734E-06  -1.049365E-03   2.604672E-09   1.826731E-03
   1.908410E-06  -1.043881E-03   2.610509E-09   1.823286E-03
   1.916117E-06  -1.038429E-03   2.616382E-09   1.819842E-03
   1.923856E-06  -1.033010E-03   2.622292E-09   1.816399E-03
   1.931626E-06  -1.027261E-03   2.627924E-09   1.813132E-03
   1.939427E-06  -1.021523E-03   2.633577E-09   1.809879E-03
   1.947260E-06  -1.015816E-03   2.639262E-09   1.806625E-03
   1.955124E-06  -1.010141E-03   2.644980E-09   1.803369E-03
   1.963020E-06  -1.004497E-03   2.650738E-09   1.800118E-03
   1.970948E-06  -9.988856E-04   2.656526E-09   1.796862E-03
   1.978908E-06  -9.933053E-04   2.662354E-09   1.793611E-03
   1.986900E-06  -9.877564E-04   2.668216E-09   1.790358E-03
   1.994925E-06  -9.822389E-04   2.674116E-09   1.787107E-03
   2.002982E-06  -9.767526E-04   2.680049E-09   1.783855E-03
   2.011071E-06  -9.712976E-04   2.686020E-09   1.780604E-03
   2.019193E-06  -9.657514E-04   2.691689E-09   1.777219E-03
   2.027348E-06  -9.602265E-04   2.697361E-09   1.773820E-03
   2.035536E-06  -9.547340E-04   2.703074E-09   1.770424E-03
   2.043756E-06  -9.492738E-04   2.708820E-09   1.767026E-03
   2.052010E-06  -9.438458E-04   2.714607E-09   1.763632E-03
   2.060298E-06  -9.384500E-04   2.720428E-09   1.760235E-03
   2.068619E-06  -9.330861E-04   2.726286E-09   1.756839E-03
   2.076973E-06  -9.277543E-04   2.732182E-09   1.753444E-03
   2.085361E-06  -9.224542E-04   2.738116E-09   1.750050E-03
   2.093783E-06  -9.171859E-04   2.744083E-09   1.746655E-03
   2.102239E-06  -9.119493E-04   2.750089E-09   1.743260E-03
   2.110730E-06  -9.067443E-04   2.756134E-09   1.739866E-03
   2.119254E-06  -9.013842E-04   2.762089E-09   1.736594E-03
   2.127813E-06  -8.958514E-04   2.767934E-09   1.733449E-03
   2.136407E-06  -8.903493E-04   2.773814E-09   1.730303E-03
   2.145035E-06  -8.848780E-04   2.779733E-09   1.727158E-03
   2.153698E-06  -8.794374E-04   2.785691E-09   1.724015E-03
   2.162396E-06  -8.740274E-04   2.791684E-09   1.720871E-03
   2.171129E-06  -8.686479E-04   2.797717E-09   1.717728E-03
   2.179898E-06  -8.632988E-04   2.803786E-09   1.714584E-03
   2.188702E-06  -8.579801E-04   2.809894E-09   1.711442E-03
   2.197541E-06  -8.526914E-04   2.816034E-09   1.708297E-03
   2.206416E-06  -8.474331E-04   2.822219E-09   1.705156E-03
   2.215327E-06  -8.422048E-04   2.828440E-09   1.702015E-03
   2.224274E-06  -8.370065E-04   2.834698E-09   1.698872E-03
   2.233257E-06  -8.318381E-04   2.840992E-09   1.695729E-03
   2.242277E-06  -8.266995E-04   2.847328E-09   1.692589E-03
   2.251332E-06  -8.215907E-04   2.853700E-09   1.689448E-03
   2.260425E-06  -8.165115E-04   2.860114E-09   1.686309E-03
   2.269554E-06  -8.114619E-04   2.866561E-09   1.683167E-03
   2.278720E-06  -8.064418E-04   2.873050E-09   1.680027E-03
   2.287923E-06  -8.014458E-04   2.879562E-09   1.676883E-03
   2.297163E-06  -7.963576E-04   2.885735E-09   1.673598E-03
   2.306441E-06  -7.913002E-04   2.891948E-09   1.670315E-03
   2.315755E-06  -7.862733E-04   2.898203E-09   1.667033E-03
   2.325108E-06  -7.812769E-04   2.904495E-09   1.663750E-03
   2.334498E-06  -7.763110E-04   2.910828E-09   1.660468E-03
   2.343927E-06  -7.710547E-04   2.917009E-09   1.657418E-03
   2.353393E-06  -7.657527E-04   2.923184E-09   1.654421E-03
   2.362897E-06  -7.604803E-04   2.929402E-09   1.651426E-03
   2.372440E-06  -7.552373E-04   2.935657E-09   1.648431E-03
   2.382022E-06  -7.500236E-04   2.941949E-09   1.645434E-03
   2.391642E-06  -7.448391E-04   2.948280E-09   1.642437E-03
   2.401301E-06  -7.396839E-04   2.954654E-09   1.639442E-03
   2.410999E-06  -7.345577E-04   2.961066E-09   1.636447E-03
   2.420736E-06  -7.294606E-04   2.967522E-09   1.633454E-03
   2.430513E-06  -7.243922E-04   2.974012E-09   1.630457E-03
   2.440329E-06  -7.193528E-04   2.980545E-09   1.627463E-03
   2.450185E-06  -7.143420E-04   2.987113E-09   1.624466E-03
   2.460080E-06  -7.093600E-04   2.993725E-09   1.621471E-03
   2.470016E-06  -7.044066E-04   3.000377E-09   1.618476E-03
   2.479991E-06  -6.994816E-04   3.007068E-09   1.615481E-03
   2.490007E-06  -6.945850E-04   3.013799E-09   1.612485E-03
   2.500063E-06  -6.897168E-04   3.020571E-09   1.609490E-03
   2.510160E-06  -6.848769E-04   3.027383E-09   1.606495E-03
   2.520298E-06  -6.800651E-04   3.034241E-09   1.603502E-03
   2.530477E-06  -6.752814E-04   3.041134E-09   1.600507E-03
   2.540696E-06  -6.705257E-04   3.048068E-09   1.597512E-03
   2.550957E-06  -6.657979E-04   3.055044E-09   1.594518E-03
   2.561260E-06  -6.610980E-04   3.062061E-09   1.591523E-03
   2.571604E-06  -6.564259E-04   3.069114E-09   1.588526E-03
   2.581990E-06  -6.517814E-04   3.076214E-09   1.585533E-03
   2.592418E-06  -6.471645E-04   3.083352E-09   1.582537E-03
   2.602887E-06  -6.422829E-04   3.090330E-09   1.579732E-03
   2.613400E-06  -6.371998E-04   3.096937E-09   1.576910E-03
   2.623954E-06  -6.321446E-04   3.103584E-09   1.574087E-03
   2.634552E-06  -6.271174E-04   3.110273E-09   1.571264E-03
   2.645192E-06  -6.221180E-04   3.117003E-09   1.568441E-03
   2.655875E-06  -6.171464E-04   3.123774E-09   1.565617E-03
   2.666601E-06  -6.122025E-04   3.130587E-09   1.562793E-03
   2.677370E-06  -6.072862E-04   3.137442E-09   1.559969E-03
   2.688183E-06  -6.023973E-04   3.144333E-09   1.557142E-03
   2.699040E-06  -5.975359E-04   3.151272E-09   1.554318E-03
   2.709941E-06  -5.927019E-04   3.158254E-09   1.551494E-03
   2.720885E-06  -5.878951E-04   3.165272E-09   1.548667E-03
   2.731874E-06  -5.831156E-04   3.172334E-09   1.545841E-03
   2.742907E-06  -5.783631E-04   3.179439E-09   1.543015E-03
   2.753985E-06  -5.736377E-04   3.186587E-09   1.540188E-03
   2.765107E-06  -5.689392E-04   3.193773E-09   1.537360E-03
   2.776274E-06  -5.642677E-04   3.201009E-09   1.534535E-03
   2.787487E-06  -5.596229E-04   3.208283E-09   1.531707E-03
   2.798745E-06  -5.550048E-04   3.215595E-09   1.528877E-03
   2.810048E-06  -5.504133E-04   3.222958E-09   1.526051E-03
   2.821397E-06  -5.458484E-04   3.230359E-09   1.523222E-03
   2.832791E-06  -5.413100E-04   3.237806E-09   1.520394E-03
   2.844232E-06  -5.367980E-04   3.245291E-09   1.517564E-03
   2.855719E-06  -5.323124E-04   3.252823E-09   1.514735E-03
   2.867252E-06  -5.278529E-04   3.260394E-09   1.511904E-03
   2.878832E-06  -5.234196E-04   3.268016E-09   1.509076E-03
   2.890459E-06  -5.190125E-04   3.275673E-09   1.506244E-03
   2.902132E-06  -5.146226E-04   3.283378E-09   1.503422E-03
   2.913853E-06  -5.098813E-04   3.290967E-09   1.500909E-03
   2.925621E-06  -5.051650E-04   3.298600E-09   1.498395E-03
   2.937437E-06  -5.004735E-04   3.306274E-09   1.495881E-03
   2.949300E-06  -4.958070E-04   3.314000E-09   1.493369E-03
   2.961211E-06  -4.911261E-04   3.321625E-09   1.490815E-03
   2.973171E-06  -4.863774E-04   3.328981E-09   1.488177E-03
   2.985178E-06  -4.816546E-04   3.336376E-09   1.485536E-03
   2.997234E-06  -4.769578E-04   3.343817E-09   1.482895E-03
   3.009339E-06  -4.722868E-04   3.351299E-09   1.480252E-03
   3.021493E-06  -4.676416E-04   3.358824E-09   1.477609E-03
   3.033696E-06  -4.630222E-04   3.366396E-09   1.474966E-03
   3.045948E-06  -4.584283E-04   3.374009E-09   1.472320E-03
   3.058249E-06  -4.538600E-04   3.381669E-09   1.469676E-03
   3.070601E-06  -4.493171E-04   3.389367E-09   1.467028E-03
   3.083002E-06  -4.447998E-04   3.397117E-09   1.464382E-03
   3.095453E-06  -4.403077E-04   3.404908E-09   1.461734E-03
   3.107954E-06  -4.358408E-04   3.412744E-09   1.459086E-03
   3.120506E-06  -4.313991E-04   3.420622E-09   1.456436E-03
   3.133109E-06  -4.269826E-04   3.428549E-09   1.453788E-03
   3.145763E-06  -4.225910E-04   3.436518E-09   1.451137E-03
   3.158467E-06  -4.182244E-04   3.444530E-09   1.448485E-03
   3.171223E-06  -4.138827E-04   3.452592E-09   1.445834E-03
   3.184031E-06  -4.095658E-04   3.460697E-09   1.443181E-03
   3.196890E-06  -4.052736E-04   3.468846E-09   1.440527E-03
   3.209801E-06  -4.010061E-04   3.477045E-09   1.437875E-03
   3.222765E-06  -3.967631E-04   3.485281E-09   1.435218E-03
   3.235780E-06  -3.925447E-04   3.493568E-09   1.432562E-03
   3.248848E-06  -3.883506E-04   3.501906E-09   1.429908E-03
   3.261969E-06  -3.841809E-04   3.510282E-09   1.427250E-03
   3.275143E-06  -3.799493E-04   3.518677E-09   1.424666E-03
   3.288371E-06  -3.754404E-04   3.527033E-09   1.422341E-03
   3.301651E-06  -3.709544E-04   3.535426E-09   1.420013E-03
   3.314986E-06  -3.664915E-04   3.543866E-09   1.417684E-03
   3.328374E-06  -3.620516E-04   3.552352E-09   1.415354E-03
   3.341816E-06  -3.576346E-04   3.560884E-09   1.413024E-03
   3.355312E-06  -3.532404E-04   3.569463E-09   1.410693E-03
   3.368863E-06  -3.488157E-04   3.577881E-09   1.408310E-03
   3.382469E-06  -3.443409E-04   3.586062E-09   1.405854E-03
   3.396130E-06  -3.398902E-04   3.594287E-09   1.403397E-03
   3.409846E-06  -3.354635E-04   3.602557E-09   1.400938E-03
   3.423617E-06  -3.310607E-04   3.610876E-09   1.398479E-03
   3.437444E-06  -3.266818E-04   3.619240E-09   1.396018E-03
   3.451326E-06  -3.223266E-04   3.627646E-09   1.393555E-03
   3.465265E-06  -3.179952E-04   3.636105E-09   1.391092E-03
   3.479260E-06  -3.136875E-04   3.644607E-09   1.388628E-03
   3.493312E-06  -3.094032E-04   3.653154E-09   1.386161E-03
   3.507420E-06  -3.051426E-04   3.661752E-09   1.383695E-03
   3.521585E-06  -3.009053E-04   3.670393E-09   1.381226E-03
   3.535808E-06  -2.966914E-04   3.679081E-09   1.378757E-03
   3.550088E-06  -2.925008E-04   3.687820E-09   1.376287E-03
   3.564425E-06  -2.883334E-04   3.696603E-09   1.373815E-03
   3.578821E-06  -2.841891E-04   3.705434E-09   1.371342E-03
   3.593274E-06  -2.800679E-04   3.714309E-09   1.368866E-03
   3.607787E-06  -2.759698E-04   3.723239E-09   1.366393E-03
   3.622357E-06  -2.718946E-04   3.732211E-09   1.363915E-03
   3.636987E-06  -2.678423E-04   3.741232E-09   1.361437E-03
   3.651675E-06  -2.638127E-04   3.750301E-09   1.358958E-03
   3.666423E-06  -2.598060E-04   3.759420E-09   1.356479E-03
   3.681231E-06  -2.558218E-04   3.768588E-09   1.353998E-03
   3.696098E-06  -2.518603E-04   3.777799E-09   1.351515E-03
   3.711025E-06  -2.479214E-04   3.787063E-09   1.349032E-03
   3.726013E-06  -2.440048E-04   3.796378E-09   1.346548E-03
   3.741061E-06  -2.397576E-04   3.805667E-09   1.344373E-03
   3.756170E-06  -2.354964E-04   3.814999E-09   1.342227E-03
   3.771340E-06  -2.312563E-04   3.824378E-09   1.340081E-03
   3.786571E-06  -2.270373E-04   3.833806E-09   1.337932E-03
   3.801863E-06  -2.228394E-04   3.843285E-09   1.335784E-03
   3.817218E-06  -2.186624E-04   3.852809E-09   1.333633E-03
   3.832634E-06  -2.144397E-04   3.862093E-09   1.331415E-03
   3.848113E-06  -2.101831E-04   3.871180E-09   1.329139E-03
   3.863654E-06  -2.059487E-04   3.880318E-09   1.326862E-03
   3.879258E-06  -2.017365E-04   3.889501E-09   1.324583E-03
   3.894925E-06  -1.975463E-04   3.898736E-09   1.322303E-03
   3.910656E-06  -1.933781E-04   3.908012E-09   1.320020E-03
   3.926450E-06  -1.892318E-04   3.917340E-09   1.317735E-03
   3.942307E-06  -1.851074E-04   3.926719E-09   1.315450E-03
   3.958229E-06  -1.810048E-04   3.936145E-09   1.313163E-03
   3.974215E-06  -1.769240E-04   3.945619E-09   1.310873E-03
   3.990265E-06  -1.728648E-04   3.955141E-09   1.308581E-03
   4.006381E-06  -1.688272E-04   3.964715E-09   1.306289E-03
   4.022561E-06  -1.648111E-04   3.974334E-09   1.303994E-03
   4.038807E-06  -1.608166E-04   3.984009E-09   1.301699E-03
   4.055118E-06  -1.568435E-04   3.993730E-09   1.299401E-03
   4.071496E-06  -1.528917E-04   4.003499E-09   1.297102E-03
   4.087939E-06  -1.489611E-04   4.013318E-09   1.294800E-03
   4.104449E-06  -1.450519E-04   4.023187E-09   1.292497E-03
   4.121025E-06  -1.411637E-04   4.033106E-09   1.290192E-03
   4.137669E-06  -1.372967E-04   4.043079E-09   1.287887E-03
   4.154379E-06  -1.334507E-04   4.053098E-09   1.285579E-03
   4.171157E-06  -1.296256E-04   4.063173E-09   1.283271E-03
   4.188003E-06  -1.258215E-04   4.073294E-09   1.280960E-03
   4.204917E-06  -1.220382E-04   4.083463E-09   1.278646E-03
   4.221900E-06  -1.182757E-04   4.093687E-09   1.276332E-03
   4.238950E-06  -1.145339E-04   4.103963E-09   1.274016E-03
   4.256070E-06  -1.108128E-04   4.114287E-09   1.271698E-03
   4.273259E-06  -1.071123E-04   4.124664E-09   1.269379E-03
   4.290517E-06  -1.034322E-04   4.135097E-09   1.267060E-03
   4.307845E-06  -9.954810E-05   4.145562E-09   1.264938E-03
   4.325243E-06  -9.552001E-05   4.156075E-09   1.262965E-03
   4.342711E-06  -9.151105E-05   4.166638E-09   1.260988E-03
   4.360250E-06  -8.744184E-05   4.176859E-09   1.258929E-03
   4.377860E-06  -8.335372E-05   4.186935E-09   1.256827E-03
   4.395540E-06  -7.928601E-05   4.197062E-09   1.254722E-03
   4.413292E-06  -7.523866E-05   4.207240E-09   1.252616E-03
   4.431116E-06  -7.121151E-05   4.217465E-09   1.250507E-03
   4.449012E-06  -6.720460E-05   4.227742E-09   1.248396E-03
   4.466980E-06  -6.321780E-05   4.238066E-09   1.246282E-03
   4.485021E-06  -5.925116E-05   4.248447E-09   1.244168E-03
   4.503134E-06  -5.530446E-05   4.258872E-09   1.242049E-03
   4.521321E-06  -5.137776E-05   4.269349E-09   1.239929E-03
   4.539581E-06  -4.747098E-05   4.279880E-09   1.237807E-03
   4.557915E-06  -4.358398E-05   4.290454E-09   1.235681E-03
